code;name
52.10;Warehousing and storage
52.21;Services incidental to land transport
52.22;Services incidental to water transportation
52.23;Services incidental to air transportation
52.24;Material handling
52.29;Other services auxiliary to transport
53.10;Postal activities within the framework of a universal service obligation
53.20;Other postal and courier activities
55.10;Hotels and similar accommodation
55.20;Tourist accommodation and other short-stay accommodation
55.30;Camping grounds and parks for caravans or recreational vehicles
55.90;Other accommodation
56.10;Restaurants and mobile catering
56.21;Catering services
56.29;Other catering services
56.30;Drinks outlets
58.11;Book publishing
58.12;Publishing of directories and address files
58.13;Newspaper publishing
58.14;Publishing of magazines and periodicals
58.19;Other publishing activities
58.21;Electronic games publishing
58.29;Other software publishing
59.11;Motion picture, video and television program production
59.12;Post-production of motion pictures, video and television programs
59.13;Motion picture, video and television program distribution
59.14;Motion picture projection
59.20;Sound recording and music publishing
60.10;Radio program publishing and broadcasting
60.20;Television programming and broadcasting
61.10;Wired telecommunications
61.20;Wireless telecommunications
61.30;Satellite telecommunications
61.90;Other telecommunications activities
62.01;Computer programming
62.02;IT consulting
62.03;IT facilities management
62.09;Other IT activities
63.11;Data processing, hosting and related activities
63.12;Internet portals
63.91;News agency activities
63.99;Other information services n.e.c.
64.11;Central banking activities
64.19;Other monetary intermediation
64.20;Activities of holding companies
64.30;Investment funds and similar financial entities
64.91;Leasing
64.92;Other credit distribution
64.99;Other financial services, except insurance and pension funding, n.e.c.
65.11;Life insurance
65.12;Other insurance
65.20;Reinsurance
65.30;Pension funds
66.11;Administration of financial markets
66.12;Securities and commodities brokerage
66.19;Other activities auxiliary to financial services, excluding insurance and pension funds
66.21;Risk and damage assessment
66.22;Activities of insurance agents and brokers
66.29;Other activities auxiliary to insurance and pension funding
66.30;Fund management
68.10;Real estate brokerage activities
68.20;Rental and operation of owned or leased real estate
68.31;Real estate agencies
68.32;Real estate administration
69.10;Legal services
69.20;Accounting activities
70.10;Head office activities
70.21;Public relations and communications consultancy
70.22;Business and other management consultancy
71.11;Architectural activities
71.12;Engineering activities
71.20;Technical testing and analysis
72.11;Biotechnology research and development
72.19;Research and development on other physical and natural sciences
72.20;Research and development on humanities and social sciences
73.11;Advertising agency activities
73.12;Media advertising management
73.20;Market research and surveys
74.10;Specialized design activities
74.20;Photographic activities
74.30;Translation and interpreting activities
74.90;Other professional, scientific and technical activities n.e.c.
75.00;Veterinary activities
77.11;Rental and leasing of cars and light motor vehicles
77.12;Truck rental and leasing
77.21;Rental and leasing of leisure and sporting goods
77.22;Rental and leasing of videocassettes and video discs
77.29;Rental and leasing of other personal and household goods
77.31;Rental and leasing of agricultural machinery and equipment
77.32;Rental and leasing of construction machinery and equipment
77.33;Rental and leasing of office machines and computer equipment
77.34;Rental and leasing of water transport equipment
77.35;Rental and leasing of air transport equipment
77.39;Rental and leasing of other machinery, equipment and tangible goods n.e.c.
77.40;Rental and leasing of intellectual property and similar products, except copyrighted works
78.10;Activities of employment agencies
78.20;Activities of temporary employment agencies
78.30;Other provision of human resources
79.11;Activities of travel agencies
79.12;Activities of tour operators
79.90;Other reservation services and related activities
80.10;Private security activities
80.20;Security systems activities
80.30;Investigation activities
81.10;Combined building support activities
81.21;Routine building cleaning
81.22;Other building and industrial cleaning activities
81.29;Other cleaning activities
81.30;Landscaping services
82.11;Combined office administrative services
82.19;Photocopying, document preparation and other specialized office support activities
82.20;Call center activities
82.30;Trade show and convention organization
82.91;Activities of bill collection agencies and customer financial information companies
82.92;Packaging activities
82.99;Other business support activities n.e.c.
84.11;General public administration
84.12;Public administration of health, education, culture and social services, other than social security
84.13;Public administration of economic activities
84.21;Foreign affairs
84.22;Defense
84.23;Justice
84.24;Public order and security activities
84.25;Fire and rescue services
84.30;Compulsory social security
85.10;Pre-primary education
85.20;Primary education
85.31;General secondary education
85.32;Technical or vocational secondary education
85.41;Post-secondary non-tertiary education
85.42;Higher education
85.51;Sports and leisure education
85.52;Cultural education
85.53;Driving lessons
85.59;Miscellaneous teaching
85.60;Teaching support activities
86.10;Hospital activities
86.21;General practitioners
86.22;Specialist activity
86.23;Dental practice
86.90;Other human health activities
87.10;Residential care
87.20;Social housing for mentally handicapped, mentally ill and drug addicts
87.30;Social housing for the elderly and physically handicapped
87.90;Other social housing activities
88.10;Social work without accommodation for the elderly and disabled
88.91;Social work without accommodation for young children
88.99;Other social work activities without accommodation n.e.c.
90.01;Performing arts
90.02;Support activities for performing arts
90.03;Artistic creation
90.04;Venue management
91.01;Library and archive management
91.02;Museum management
91.03;Management of historical sites and monuments and similar tourist attractions
91.04;Management of botanical and zoological gardens and nature reserves
92.00;Organization of games of chance and gambling
93.11;Management of sports facilities
93.12;Sports club activities
93.13;Activities of fitness centers
93.19;Other sports-related activities
93.21;Amusement and theme park activities
93.29;Other recreational and leisure activities
94.11;Activities of employers' and consular organizations
94.12;Activities of professional organizations
94.20;Activities of trade unions
94.91;Activities of religious organizations
94.92;Activities of political organizations
94.99;Activities of membership organizations n.e.c.
95.11;Repair of computers and peripheral equipment
95.12;Repair of communications equipment
95.21;Repair of consumer electronics
95.22;Repair of household appliances and home and garden equipment
95.23;Repair of shoes and leather goods
95.24;Repair of furniture and household equipment
95.25;Repair of watches and jewelry
95.29;Repair of other personal and household goods
96.01;Laundry and dry-cleaning
96.02;Hairdressing and beauty care
96.03;Funeral services
96.04;Personal care services
96.09;Other personal services n.e.c.
97.00;Activities of households as employers of domestic personnel
98.10;Undifferentiated goods-producing activities of private households for own use
98.20;Undifferentiated goods-producing activities of households for own use
99.00;Activities of extra-territorial organizations and bodies
01.11Z;Growing of cereals (except rice), pulses and oil seeds
01.12Z;Rice cultivation
01.13Z;Cultivation of vegetables, melons, roots and tubers
01.14Z;Sugar cane cultivation
01.15Z;Tobacco growing
01.16Z;Fiber crops
01.19Z;Other non-permanent crops
01.21Z;Grape growing
01.22Z;Tropical and subtropical fruit growing
01.23Z;Citrus growing
01.24Z;Pome and stone fruit growing
01.25Z;Growing of other tree and bush fruits and nuts
01.26Z;Growing of oleaginous fruits
01.27Z;Growing of beverage plants
01.28Z;Growing of spices, aromatic, medicinal and pharmaceutical plants
01.29Z;Other permanent crops
01.30Z;Plant breeding
01.41Z;Dairy cow farming
01.42Z;Raising of other cattle and buffaloes
01.43Z;Horse and other equine breeding
01.44Z;Camel and other camelid breeding
01.45Z;Sheep and goat farming
01.46Z;Pig farming
01.47Z;Poultry farming
01.49Z;Other animal husbandry
01.50Z;Associated crop and livestock farming
01.61Z;Support activities for crop production
01.62Z;Animal production support activities
01.63Z;Primary crop processing
01.64Z;Seed processing
01.70Z;Hunting, trapping and related services
02.10Z;Silviculture and other forestry activities
02.20Z;Forest harvesting
02.30Z;Harvesting of wild-growing non-timber forest products
02.40Z;Forestry support services
03.11Z;Sea fishing
03.12Z;Freshwater fishing
03.21Z;Marine aquaculture
03.22Z;Freshwater aquaculture
05.10Z;Hard coal mining
05.20Z;Lignite mining
06.10Z;Crude oil extraction
06.20Z;Natural gas extraction
07.10Z;Iron ore mining
07.21Z;Mining of uranium and thorium ores
07.29Z;Mining of other non-ferrous ores
08.11Z;Quarrying of ornamental and building stone, industrial limestone, gypsum, chalk and slate
08.12Z;Mining of gravel and sand pits, clays and kaolin
08.91Z;Extraction of chemical minerals and mineral fertilizers
08.92Z;Peat extraction
08.93Z;Salt production
08.99Z;Other mining and quarrying n.e.c.
09.10Z;Support activities for petroleum and natural gas extraction
09.90Z;Support activities for other mining and quarrying
10.11Z;Meat processing and preserving
10.12Z;Processing and preserving of poultry meat
10.13A;Industrial preparation of meat products
10.13B;Charcuterie
10.20Z;Processing and preserving of fish, crustaceans and mollusks
10.31Z;Potato processing and preservation
10.32Z;Preparation of fruit and vegetable juices
10.39A;Other vegetable processing and preservation
10.39B;Fruit processing and preservation
10.41A;Manufacture of crude oils and fats
10.41B;Manufacture of refined oils and fats
10.42Z;Manufacture of margarine and similar edible fats
10.51A;Manufacture of liquid milk and fresh products
10.51B;Manufacture of butter
10.51C;Manufacture of cheese
10.51D;Manufacture of other dairy products
10.52Z;Ice cream and sherbet manufacture
10.61A;Milling
10.61B;Other grain processing
10.62Z;Manufacture of starch products
10.71A;Industrial production of fresh bread and pastries
10.71B;Baking of bakery products
10.71C;Bakery and pastry-making
10.71D;Pastry-making
10.72Z;Manufacture of cookies, rusks and preserved pastries
10.73Z;Pasta manufacture
10.81Z;Sugar production
10.82Z;Manufacture of cocoa, chocolate and confectionery products
10.83Z;Tea and coffee processing
10.84Z;Manufacture of condiments and seasonings
10.85Z;Manufacture of prepared meals
10.86Z;Manufacture of homogenized and dietetic foods
10.89Z;Manufacture of other food products n.e.c.
10.91Z;Farm animal feed manufacturing
10.92Z;Manufacture of pet food
11.01Z;Production of distilled alcoholic beverages
11.02A;Sparkling wine production
11.02B;Wine-making
11.03Z;Manufacture of cider and fruit wines
11.04Z;Production of other non-distilled fermented beverages
11.05Z;Beer production
11.06Z;Malt production
11.07A;Table water industry
11.07B;Soft drinks production
12.00Z;Manufacture of tobacco products
13.10Z;Textile fiber preparation and spinning
13.20Z;Weaving
13.30Z;Textile finishing
13.91Z;Manufacture of knitted and crocheted fabrics
13.92Z;Manufacture of textile articles, except apparel
13.93Z;Manufacture of carpets and rugs
13.94Z;Manufacture of twine, cordage and netting
13.95Z;Manufacture of non-wovens, except apparel
13.96Z;Manufacture of other technical and industrial textiles
13.99Z;Manufacture of other textiles n.e.c.
14.11Z;Manufacture of leather clothing
14.12Z;Manufacture of workwear
14.13Z;Manufacture of outerwear
14.14Z;Manufacture of underwear
14.19Z;Manufacture of other wearing apparel and accessories
14.20Z;Manufacture of fur articles
14.31Z;Manufacture of knitted and crocheted footwear
14.39Z;Manufacture of other knitted and crocheted goods
15.11Z;"Finishing and tanning of leather; preparation and dyeing of furs"
15.12Z;Manufacture of travel goods, leather goods and saddlery
15.20Z;Manufacture of footwear
16.10A;Sawing and planing of wood, excluding impregnation
16.10B;Wood impregnation
16.21Z;Veneer and wood panel manufacturing
16.22Z;Manufacture of assembled parquet flooring
16.23Z;Manufacture of carpentry and other joinery
16.24Z;Manufacture of wooden packaging
16.29Z;"Manufacture of various wooden objects; manufacture of cork, basketry and straw goods"
17.11Z;Manufacture of paper pulp
17.12Z;Manufacture of paper and paperboard
17.21A;Manufacture of corrugated board
17.21B;Manufacture of cardboard boxes
17.21C;Manufacture of paper packaging
17.22Z;Manufacture of sanitary and household paper products
17.23Z;Manufacture of stationery
17.24Z;Manufacture of wallpaper
17.29Z;Manufacture of other paper and paperboard products
18.11Z;Newspaper printing
18.12Z;Other commercial printing
18.13Z;Pre-press activities
18.14Z;Bookbinding and related activities
18.20Z;Reproduction of recordings
19.10Z;Coking
19.20Z;Oil refining
20.11Z;Manufacture of industrial gases
20.12Z;Dye and pigment manufacture
20.13A;Enrichment and reprocessing of nuclear materials
20.13B;Manufacture of other basic inorganic chemicals n.e.c.
20.14Z;Manufacture of other basic organic chemicals
20.15Z;Manufacture of nitrogen products and fertilizers
20.16Z;Manufacture of basic plastics
20.17Z;Manufacture of synthetic rubber
20.20Z;Manufacture of pesticides and other agrochemicals
20.30Z;Manufacture of paints, varnishes, inks and mastics
20.41Z;Manufacture of soaps, detergents and cleaning products
20.42Z;Manufacture of perfumes and toiletries
20.51Z;Manufacture of explosives
20.52Z;Manufacture of glues
20.53Z;Manufacture of essential oils
20.59Z;Manufacture of other chemical products n.e.c.
20.60Z;Manufacture of man-made fibres
21.10Z;Manufacture of basic pharmaceutical products
21.20Z;Manufacture of pharmaceutical preparations
22.11Z;Manufacture and retreading of tires
22.19Z;Manufacture of other rubber products
22.21Z;Manufacture of plastic plates, sheets, tubes and profiles
22.22Z;Manufacture of plastic packaging
22.23Z;Manufacture of plastic components for the construction industry
22.29A;Manufacture of technical plastic parts
22.29B;Manufacture of plastic consumer products
23.11Z;Manufacture of flat glass
23.12Z;Flat glass forming and processing
23.13Z;Hollow glass manufacturing
23.14Z;Manufacture of glass fibers
23.19Z;Manufacture and processing of other glass articles, including technical glass
23.20Z;Manufacture of refractory products
23.31Z;Manufacture of ceramic tiles
23.32Z;Manufacture of clay bricks, tiles and construction products
23.41Z;Manufacture of ceramic articles for domestic or ornamental use
23.42Z;Manufacture of ceramic sanitary ware
23.43Z;Manufacture of ceramic insulators and insulating fittings
23.44Z;Manufacture of other technical ceramic products
23.49Z;Manufacture of other ceramic products
23.51Z;Manufacture of cement
23.52Z;Manufacture of lime and plaster
23.61Z;Manufacture of concrete building components
23.62Z;Manufacture of plaster for construction purposes
23.63Z;Manufacture of ready-mix concrete
23.64Z;Manufacture of dry mortars and concretes
23.65Z;Manufacture of fiber-cement products
23.69Z;Manufacture of other concrete, cement and plaster products
23.70Z;Stone cutting, shaping and finishing
23.91Z;Manufacture of abrasive products
23.99Z;Manufacture of other non-metallic mineral products n.e.c.
24.10Z;Iron and steel industry
24.20Z;Manufacture of steel tubes, pipes, hollow sections and related accessories
24.31Z;Cold drawing of bars
24.32Z;Cold rolling of strips
24.33Z;Cold forming by forming or bending
24.34Z;Cold wire drawing
24.41Z;Precious metals production
24.42Z;Aluminum metallurgy
24.43Z;Lead, zinc and tin metallurgy
24.44Z;Copper metallurgy
24.45Z;Metallurgy of other non-ferrous metals
24.46Z;Nuclear materials elaboration and transformation
24.51Z;Cast iron foundry
24.52Z;Steel foundry
24.53Z;Light metal casting
24.54Z;Casting of other non-ferrous metals
25.11Z;Manufacture of metal structures and parts of structures
25.12Z;Manufacture of metal doors and windows
25.21Z;Manufacture of central heating radiators and boilers
25.29Z;Manufacture of other metal tanks, cisterns and containers
25.30Z;Manufacture of steam generators, except central heating boilers
25.40Z;Manufacture of arms and ammunition
25.50A;"Forging, stamping, die-forging; powder metallurgy"
25.50B;Cutting and stamping
25.61Z;Metal treatment and coating
25.62A;Bar turning
25.62B;Industrial mechanics
25.71Z;Cutlery manufacture
25.72Z;Manufacture of locks and fittings
25.73A;Manufacture of molds and models
25.73B;Manufacture of other tools
25.91Z;Manufacture of drums and similar metal packaging
25.92Z;Manufacture of light metal packaging
25.93Z;Manufacture of wire products, chain and springs
25.94Z;Manufacture of screws and bolts
25.99A;Manufacture of household metal goods
25.99B;Manufacture of other metal articles
26.11Z;Manufacture of electronic components
26.12Z;Manufacture of assembled electronic boards
26.20Z;Manufacture of computers and peripheral equipment
26.30Z;Manufacture of communication equipment
26.40Z;Manufacture of consumer electronics
26.51A;Manufacture of navigation aids
26.51B;Manufacture of scientific and technical instrumentation
26.52Z;Watchmaking
26.60Z;Manufacture of medical irradiation equipment, electromedical and electrotherapeutic equipment
26.70Z;Manufacture of optical and photographic equipment
26.80Z;Manufacture of magnetic and optical media
27.11Z;Manufacture of electric motors, generators and transformers
27.12Z;Manufacture of electrical distribution and control equipment
27.20Z;Manufacture of batteries and accumulators
27.31Z;Manufacture of optical fiber cables
27.32Z;Manufacture of other electronic and electrical wires and cables
27.33Z;Manufacture of electrical installation equipment
27.40Z;Manufacture of electric lighting equipment
27.51Z;Manufacture of domestic appliances
27.52Z;Manufacture of non-electric household appliances
27.90Z;Manufacture of other electrical equipment
28.11Z;Manufacture of engines and turbines, except aircraft and vehicle engines
28.12Z;Manufacture of hydraulic and pneumatic equipment
28.13Z;Manufacture of other pumps and compressors
28.14Z;Manufacture of other valves and fittings
28.15Z;Manufacture of gears and mechanical transmission components
28.21Z;Manufacture of furnaces and burners
28.22Z;Manufacture of lifting and handling equipment
28.23Z;Manufacture of office machinery and equipment (except computers and peripheral equipment)
28.24Z;Manufacture of portable power tools
28.25Z;Manufacture of industrial air-conditioning and refrigeration equipment
28.29A;Manufacture of packaging, wrapping and weighing equipment
28.29B;Manufacture of other general-purpose machinery
28.30Z;Manufacture of agricultural and forestry machinery
28.41Z;Manufacture of metalworking machine tools
28.49Z;Manufacture of other machine tools
28.91Z;Manufacture of machinery for metallurgy
28.92Z;Manufacture of mining and construction machinery
28.93Z;Manufacture of food processing machinery
28.94Z;Manufacture of machinery for the textile industry
28.95Z;Manufacture of machinery for the paper and cardboard industries
28.96Z;Manufacture of rubber and plastics processing machinery
28.99A;Manufacture of printing machinery
28.99B;Manufacture of other specialized machinery
29.10Z;Manufacture of motor vehicles
29.20Z;Manufacture of bodies and trailers
29.31Z;Manufacture of automotive electrical and electronic equipment
29.32Z;Manufacture of other automotive equipment
30.11Z;Shipbuilding and floating structures
30.12Z;Construction of pleasure boats
30.20Z;Construction of locomotives and other railway rolling stock
30.30Z;Manufacture of aircraft and spacecraft
30.40Z;Military combat vehicles
30.91Z;Manufacture of motorcycles
30.92Z;Manufacture of bicycles and invalid carriages
30.99Z;Manufacture of other transport equipment n.e.c.
31.01Z;Manufacture of office and store furniture
31.02Z;Kitchen furniture manufacture
31.03Z;Mattress manufacture
31.09A;Manufacture of interior furnishing seats
31.09B;Manufacture of other furniture and related furnishing industries
32.11Z;Coin minting
32.12Z;Manufacture of jewelry and related articles
32.13Z;Manufacture of costume jewelry and similar articles
32.20Z;Manufacture of musical instruments
32.30Z;Manufacture of sporting goods
32.40Z;Manufacture of toys and games
32.50A;Manufacture of medical, surgical and dental equipment
32.50B;Manufacture of spectacles
32.91Z;Manufacture of brushware
32.99Z;Other manufacturing n.e.c.
33.11Z;Repair of fabricated metal products
33.12Z;Repair of machinery and mechanical equipment
33.13Z;Repair of electronic and optical equipment
33.14Z;Repair of electrical equipment
33.15Z;Ship repair and maintenance
33.16Z;Repair and maintenance of aircraft and spacecraft
33.17Z;Repair and maintenance of other transport equipment
33.19Z;Repair of other equipment
33.20A;Installation of metal structures, boilers and piping
33.20B;Installation of machinery and mechanical equipment
33.20C;Overall design and on-site assembly of industrial process control equipment
33.20D;Installation of electrical, electronic, optical and other equipment
35.11Z;Power generation
35.12Z;Electricity transmission
35.13Z;Electricity distribution
35.14Z;Electricity trading
35.21Z;Production of gaseous fuels
35.22Z;Distribution of gaseous fuels through pipelines
35.23Z;Trade in piped gaseous fuels
35.30Z;Steam and air conditioning production and distribution
36.00Z;Water collection, treatment and distribution
37.00Z;Wastewater collection and treatment
38.11Z;Collection of non-hazardous waste
38.12Z;Hazardous waste collection
38.21Z;Treatment and disposal of non-hazardous waste
38.22Z;Hazardous waste treatment and disposal
38.31Z;Wrecker dismantling
38.32Z;Sorted waste recovery
39.00Z;Pollution control and other waste management services
41.10A;Housing development
41.10B;Office property development
41.10C;Real estate development of other buildings
41.10D;Legal support for programs
41.20A;Construction of single-family homes
41.20B;Construction of other buildings
42.11Z;Road and freeway construction
42.12Z;Construction of surface and underground railroads
42.13A;Construction of engineering structures
42.13B;Tunnel construction and maintenance
42.21Z;Construction of fluid networks
42.22Z;Construction of electrical and telecommunications networks
42.91Z;Construction of maritime and fluvial structures
42.99Z;Construction of other civil engineering works n.e.c.
43.11Z;Demolition work
43.12A;Standard earthworks and preparatory work
43.12B;Specialized or large-scale earthworks
43.13Z;Drilling and boring
43.21A;Electrical installation work in all premises
43.21B;Electrical installation work on public highways
43.22A;Water and gas installation work on all premises
43.22B;Thermal and air-conditioning equipment installation work
43.29A;Insulation work
43.29B;Other installation work n.e.c.
43.31Z;Plastering work
43.32A;Wood and PVC joinery work
43.32B;Metal joinery and locksmith work
43.32C;Shop fittings
43.33Z;Floor and wall covering work
43.34Z;Painting and glazing
43.39Z;Other finishing work
43.91A;Carpentry work
43.91B;Elemental roofing work
43.99A;Waterproofing work
43.99B;Erection of metal structures
43.99C;General masonry and building shell work
43.99D;Other specialized construction work
43.99E;Rental of construction equipment with operator
45.11Z;Sale of cars and light motor vehicles
45.19Z;Trade in other motor vehicles
45.20A;Maintenance and repair of light motor vehicles
45.20B;Maintenance and repair of other motor vehicles
45.31Z;Wholesale of automotive equipment
45.32Z;Retail sale of automotive equipment
45.40Z;Trade and repair of motorcycles
46.11Z;Intermediaries in agricultural raw materials, live animals, textile raw materials and semi-finished products
46.12A;Fuel purchasing centers
46.12B;Other intermediaries trading in fuels, metals, minerals and chemicals
46.13Z;Intermediaries in wood and building materials
46.14Z;Trade intermediaries in machinery, industrial equipment, ships and aircraft
46.15Z;Agents involved in the sale of furniture, household goods and hardware
46.16Z;Intermediaries in textiles, clothing, furs, footwear and leather goods
46.17A;Food buying groups
46.17B;Other food, beverage and tobacco intermediaries
46.18Z;Intermediaries specializing in other specific products
46.19A;Non-food central purchasing agencies
46.19B;Other trade intermediaries in miscellaneous products
46.21Z;Wholesale (business-to-business) of cereals, unmanufactured tobacco, seeds and livestock feed
46.22Z;Wholesale (business-to-business) of flowers and plants
46.23Z;Wholesale (business-to-business) of live animals
46.24Z;Wholesale (business-to-business) of hides and skins
46.31Z;Wholesale (intercompany) of fruit and vegetables
46.32A;Meat wholesale (business-to-business)
46.32B;Meat products wholesale (intercompany)
46.32C;Poultry and game wholesale (intercompany)
46.33Z;Dairy products, eggs, edible oils and fats wholesale (intercompany)
46.34Z;Wholesale (business-to-business) of beverages
46.35Z;Wholesale (business-to-business) of tobacco products
46.36Z;Wholesale (business-to-business) of sugar, chocolate and confectionery
46.37Z;Wholesale of coffee, tea, cocoa and spices
46.38A;Wholesale (inter-company) of fish, crustaceans and molluscs
46.38B;Miscellaneous specialized food wholesale (intercompany)
46.39A;Wholesale (business-to-business) of frozen foods
46.39B;Non-specialized food wholesale (business-to-business)
46.41Z;Textile wholesale (intercompany)
46.42Z;Clothing and footwear wholesale (intercompany)
46.43Z;Wholesale (inter-company) of household appliances
46.44Z;Wholesale (business-to-business) of crockery, glassware and cleaning products
46.45Z;Wholesale (business-to-business) of perfumery and beauty products
46.46Z;Pharmaceutical wholesale (business-to-business)
46.47Z;Wholesale (business-to-business) of furniture, carpets and lighting equipment
46.48Z;Wholesale (inter-company) of watches and jewelry
46.49Z;Wholesale (business-to-business) of other household goods
46.51Z;Wholesale (business-to-business) of computers, computer peripherals and software
46.52Z;Wholesale (business-to-business) of electronic and telecommunications components and equipment
46.61Z;Wholesale (business-to-business) of agricultural machinery and equipment
46.62Z;Wholesale (business-to-business) of machine tools
46.63Z;Mining, construction and civil engineering machinery wholesale (B2B)
46.64Z;Wholesale (inter-company) of machinery for the textile and clothing industry
46.65Z;Office furniture wholesale (B2B)
46.66Z;Wholesale (business-to-business) of other office machinery and equipment
46.69A;Wholesale (business-to-business) of electrical equipment
46.69B;Wholesale (business-to-business) of miscellaneous industrial supplies and equipment
46.69C;Wholesale (business-to-business) of miscellaneous supplies and equipment for trade and services
46.71Z;Wholesale (business-to-business) of fuels and related products
46.72Z;Wholesale (business-to-business) of ores and metals
46.73A;Wholesale (business-to-business) of wood and building materials
46.73B;Wholesale (business-to-business) of sanitary ware and decorative products
46.74A;Hardware wholesale (business-to-business)
46.74B;Plumbing and heating supplies wholesale (business-to-business)
46.75Z;Wholesale (business-to-business) of chemical products
46.76Z;Wholesale (business-to-business) of other intermediate products
46.77Z;Wholesale (business-to-business) of waste and scrap
46.90Z;Non-specialized wholesale (business-to-business)
47.11A;Retail sale of frozen foods
47.11B;General food trade
47.11C;Convenience stores
47.11D;Supermarkets
47.11E;Multiples stores
47.11F;Hypermarkets
47.19A;Department stores
47.19B;Other non-specialized retail
47.21Z;Retail sale of fruit and vegetables in specialized stores
47.22Z;Retail sale of meat and meat products in specialized stores
47.23Z;Retail sale of fish, crustaceans and molluscs in specialized stores
47.24Z;Retail sale of bread, pastries and confectionery in specialized stores
47.25Z;Retail sale of beverages in specialized stores
47.26Z;Retail sale of tobacco products in specialized stores
47.29Z;Other food retailing in specialized stores
47.30Z;Fuel retailing in specialized stores
47.41Z;Retail sale of computers, peripherals and software in specialized stores
47.42Z;Retail sale of telecommunications equipment in specialized stores
47.43Z;Retail sale of audio and video equipment in specialized stores
47.51Z;Retail sale of textiles in specialized stores
47.52A;Retail sale of hardware, paint and glass in small stores (less than 400 m²)
47.52B;Retail sale of hardware, paints and glass in superstores (400 m² and over)
47.53Z;Retail sale of carpets, wall and floor coverings in specialized stores
47.54Z;Retail sale of household appliances in specialized stores
47.59A;Retail sale of furniture
47.59B;Retail sale of other household equipment
47.61Z;Retail sale of books in specialized stores
47.62Z;Retail sale of newspapers and stationery in specialized stores
47.63Z;Retail sale of music and video recordings in specialized stores
47.64Z;Retail sale of sporting goods in specialized stores
47.65Z;Retail sale of games and toys in specialized stores
47.71Z;Clothing retail in specialized stores
47.72A;Footwear retailing
47.72B;Retail sale of leather goods and travel goods
47.73Z;Retail sale of pharmaceutical products in specialized stores
47.74Z;Retail sale of medical and orthopedic articles in specialized stores
47.75Z;Retail sale of perfume and beauty products in specialized stores
47.76Z;Retail sale of flowers, plants, seeds, fertilizers, pets and pet food in specialized stores
47.77Z;Retail sale of watches and jewelry in specialized stores
47.78A;Optical retailing
47.78B;Retail sale of coal and fuels
47.78C;Other miscellaneous specialized retail
47.79Z;Retail sale of second-hand goods in stores
47.81Z;Food retailing in stalls and markets
47.82Z;Textile, clothing and footwear retail in stalls and markets
47.89Z;Other stall and market retail
47.91A;General catalog mail order
47.91B;Distance selling from specialized catalogs
47.99A;Home shopping
47.99B;Automated vending machines and other non-store, stall or market retail n.e.c.
49.10Z;Intercity passenger rail transport
49.20Z;Freight rail transport
49.31Z;Urban and suburban passenger transport
49.32Z;Passenger cab transport
49.39A;Scheduled passenger road transport
49.39B;Other passenger road transport
49.39C;Cable cars and ski lifts
49.41A;Intercity road freight transport
49.41B;Local road freight transport
49.41C;Truck rental with driver
49.42Z;Moving services
49.50Z;Pipeline transportation
50.10Z;Maritime and coastal passenger transport
50.20Z;Sea and coastal freight transport
50.30Z;River passenger transport
50.40Z;River freight transport
51.10Z;Passenger air transport
51.21Z;Air freight transport
51.22Z;Space transportation
52.10A;Cold storage and warehousing
52.10B;Non-refrigerated warehousing and storage
52.21Z;Services incidental to land transport
52.22Z;Services incidental to water transportation
52.23Z;Services incidental to air transportation
52.24A;Port handling
52.24B;Non-port handling
52.29A;Courier and express freight
52.29B;Chartering and organization of transport
53.10Z;Postal activities as part of a universal service obligation
53.20Z;Other postal and courier activities
55.10Z;Hotels and similar accommodation
55.20Z;Tourist accommodation and other short-term accommodation
55.30Z;Campgrounds and parks for caravans or recreational vehicles
55.90Z;Other accommodation
56.10A;Traditional catering
56.10B;Cafeterias and other self-service outlets
56.10C;Fast-food restaurants
56.21Z;Catering services
56.29A;Contract catering
56.29B;Other food services n.e.c.
56.30Z;Drinks outlets
58.11Z;Book publishing
58.12Z;Publishing of directories and address files
58.13Z;Newspaper publishing
58.14Z;Publishing of magazines and periodicals
58.19Z;Other publishing activities
58.21Z;Electronic games publishing
58.29A;System and network software publishing
58.29B;Software development tools and languages publishing
58.29C;Application software publishing
59.11A;Film and TV program production
59.11B;Institutional and advertising film production
59.11C;Motion picture production
59.12Z;Post-production of motion pictures, video and TV programs
59.13A;Motion picture distribution
59.13B;Video editing and distribution
59.14Z;Motion picture projection
59.20Z;Sound recording and music publishing
60.10Z;Radio program publishing and broadcasting
60.20A;Publishing of general-interest channels
60.20B;Theme channel publishing
61.10Z;Wired telecommunications
61.20Z;Wireless telecommunications
61.30Z;Satellite telecommunications
61.90Z;Other telecommunications activities
62.01Z;Computer programming
62.02A;IT systems and software consulting
62.02B;Third-party maintenance of IT systems and applications
62.03Z;IT facilities management
62.09Z;Other IT activities
63.11Z;Data processing, hosting and related activities
63.12Z;Internet portals
63.91Z;News agency activities
63.99Z;Other information services n.e.c.
64.11Z;Central banking activities
64.19Z;Other monetary intermediation
64.20Z;Activities of holding companies
64.30Z;Investment funds and similar financial entities
64.91Z;Leasing
64.92Z;Other credit distribution
64.99Z;Other financial service activities, except insurance and pension funding, n.e.c.
65.11Z;Life insurance
65.12Z;Other insurance
65.20Z;Reinsurance
65.30Z;Pension funds
66.11Z;Administration of financial markets
66.12Z;Securities and commodities brokerage
66.19A;Legal support for asset management
