code;name
63.4B;Chartering
63.4C;International transport organization
64.1A;National post offices
64.1C;Other mail activities
64.2A;National telecommunications
64.2B;Other telecommunications activities
65.1A;Central bank
65.1C;Banks
65.1D;Mutual banks
65.1E;Savings banks
65.1F;Monetary intermediation n.e.c.
65.2A;Leasing
65.2C;Credit distribution
65.2E;Securities investment funds
65.2F;Miscellaneous financial intermediation
66.0A;Life insurance and capitalization
66.0C;Pension funds
66.0E;Property & casualty insurance
66.0F;Reinsurance
66.0G;Mutual insurance
67.1A;Financial market administration
67.1C;Portfolio management
67.1E;Other financial auxiliaries
67.2Z;Insurance auxiliaries
70.1A;Housing development
70.1B;Office property development
70.1C;Infrastructure development
70.1D;Legal program support
70.1F;Real estate agents
70.2A;Housing rental
70.2B;Land rental
70.2C;Rental of other real estate
70.3A;Real estate agencies
70.3C;Residential property management
70.3D;Administration of other real estate
70.3E;Legal support for asset management
71.1Z;Rental of motor vehicles
71.2A;Rental of other land transport equipment
71.2C;Rental of water transport equipment
71.2E;Rental of air transport equipment
71.3A;Agricultural equipment rental
71.3C;Rental of construction machinery and equipment
71.3E;Rental of office machines and computer equipment
71.3G;Rental of miscellaneous machinery and equipment
71.4A;Linen rental
71.4B;Rental of other personal and household goods
72.1Z;Computer systems consulting
72.2Z;Software development
72.3Z;Data processing
72.4Z;Database activities
72.5Z;Maintenance and repair of office machines and computer equipment
72.6Z;Other computer-related activities (Use of this class is deferred until further notice)
73.1Z;Research and development in physical and natural sciences
73.2Z;Research and development in the humanities and social sciences
74.1A;Legal activities
74.1C;Accounting activities
74.1E;Market research and surveys
74.1G;Business and management consulting
74.1J;Business administration
74.2A;Architectural activities
74.2B;Quantity surveyors
74.2C;Engineering, technical studies
74.3A;Automotive technical control
74.3B;Technical analysis, testing and inspection
74.4A;Advertising media management
74.4B;Advertising agencies and consultancy
74.5A;Personnel selection and supply
74.5B;Temporary work
74.6Z;Investigation and security
74.7Z;Cleaning services
74.8A;Studios and other photographic activities
74.8B;Technical development and printing laboratories
74.8D;Contract packaging
74.8F;Secretarial and translation services
74.8G;Mailing
74.8J;Trade show organization
74.8K;Services ancillary to production
75.1A;General public administration
75.1C;Supervision of social activities
75.1E;Supervision of economic activities
75.1G;Administrative support activities
75.2A;Foreign affairs
75.2C;Defense
75.2E;Justice
75.2G;Police
75.2J;Civil protection
75.3A;General social security activities
75.3B;Management of supplementary pensions
75.3C;Social income distribution
80.1Z;Primary education
80.2A;General secondary education
80.2C;Technical or vocational secondary education
80.3Z;Higher education
80.4A;Driving schools
80.4C;Adult and continuing education
80.4D;Other education
85.1A;Hospital activities
85.1C;Medical practice
85.1E;Dental practice
85.1G;Activities of paramedics
85.1H;Unregulated care
85.1J;Ambulances
85.1K;Medical analysis laboratories
85.1L;Organ procurement centers and banks
85.2Z;Veterinary activities
85.3A;Home for disabled children
85.3B;Home for children in difficulty
85.3C;Home for disabled adults
85.3D;Home for the elderly
85.3E;Other social housing
85.3G;Day-care centers
85.3H;Help through work, sheltered workshops
85.3J;Home help
85.3K;Other forms of social action
90.0A;Sewage treatment
90.0B;Collection and treatment of household waste
90.0C;Disposal and treatment of other waste
91.1A;Employers' and consular organizations
91.1C;Professional organizations
91.2Z;Employee unions
91.3A;Religious organizations
91.3C;Political organizations
91.3E;Non-profit organizations n.e.c.
92.1A;Television film production
92.1B;Institutional and advertising film production
92.1C;Film production for cinema
92.1D;Technical services for cinema and television
92.1F;Motion picture distribution
92.1G;Video editing and distribution
92.1J;Motion picture projection
92.2A;Radio activities
92.2B;Television program production
92.2C;Television program broadcasting
92.3A;Artistic activities
92.3B;Services ancillary to entertainment
92.3D;Venue management
92.3F;Fairground rides and amusement parks
92.3H;Balls and discotheques
92.3J;Other entertainment
92.4Z;Press agencies
92.5A;Library management
92.5C;Cultural heritage management
92.5E;Natural heritage management
92.6A;Sports facilities management
92.6C;Other sports activities
92.7A;Gambling and betting
92.7C;Other recreational activities
93.0A;Laundries and dry cleaners, wholesale
93.0B;Retail laundry - dry cleaning
93.0D;Hairdressing
93.0E;Beauty care
93.0G;Care of the deceased
93.0H;Funeral parlors
93.0K;Activités thermales et de thalassothérapie
93.0L;Autres soins corporels
93.0N;Autres services personnels
95.0Z;Services domestiques
99.0Z;Activités extra-territoriales
